texto_original,texto_limpo,tokens,comentarios,likes,compartilhamentos,repostagens,total,data_hora,author_handle,author_displayName,image_ref
Exclusive: Files of more clients linked to Nazi atrocities were recently found by independent investigators probing Credit Suisse.,exclusive files clients linked nazi atrocities recently found independent investigators probing credit suisse,"['exclusive', 'files', 'clients', 'linked', 'nazi', 'atrocities', 'recently', 'found', 'independent', 'investigators', 'probing', 'credit', 'suisse']",2,38,12,3,55,2025-01-05T17:00:36.351Z,wsj.com,The Wall Street Journal,False
The massive “Typhoon” cyberattacks on U.S. infrastructure and telecoms sought to lay the groundwork for potential conflict with Beijing,massive typhoon cyberattacks us infrastructure telecoms sought lay groundwork potential conflict beijing,"['massive', 'typhoon', 'cyberattacks', 'us', 'infrastructure', 'telecoms', 'sought', 'lay', 'groundwork', 'potential', 'conflict', 'beijing']",10,80,53,1,144,2025-01-05T16:30:02.462Z,wsj.com,The Wall Street Journal,False
"Molly Ball: Becoming House speaker wasn’t easy for Mike Johnson, but it may turn out to be the easiest part of job.",molly ball becoming house speaker wasnt easy mike johnson may turn easiest part job,"['molly', 'ball', 'becoming', 'house', 'speaker', 'wasnt', 'easy', 'mike', 'johnson', 'may', 'turn', 'easiest', 'part', 'job']",13,50,16,6,85,2025-01-05T16:00:35.352Z,wsj.com,The Wall Street Journal,False
The unraveling lives and remaining mysteries at the heart of the two deadly attacks.,unraveling lives remaining mysteries heart two deadly attacks,"['unraveling', 'lives', 'remaining', 'mysteries', 'heart', 'two', 'deadly', 'attacks']",2,16,6,1,25,2025-01-05T15:00:04.470Z,wsj.com,The Wall Street Journal,False
"Heard on the Street: Software companies are touting something called the ""Rule of 40,"" but some are more flash than substance",heard street software companies touting something called rule flash substance,"['heard', 'street', 'software', 'companies', 'touting', 'something', 'called', 'rule', 'flash', 'substance']",4,29,2,0,35,2025-01-04T17:30:02.569Z,wsj.com,The Wall Street Journal,False
The late President Jimmy Carter is often portrayed as too passive in confronting revolutionary Iran. But a look into the archives of the time tells a different story.,late president jimmy carter often portrayed passive confronting revolutionary iran look archives time tells different story,"['late', 'president', 'jimmy', 'carter', 'often', 'portrayed', 'passive', 'confronting', 'revolutionary', 'iran', 'look', 'archives', 'time', 'tells', 'different', 'story']",9,77,32,2,120,2025-01-04T16:41:02.859Z,wsj.com,The Wall Street Journal,False
"If you want to buy a house, first do this math",want buy house first math,"['want', 'buy', 'house', 'first', 'math']",4,26,7,1,38,2025-01-04T14:30:10.362Z,wsj.com,The Wall Street Journal,False
House of the Week: A local restaurateur spent roughly $6 million and several years restoring a century-old castle in New Jersey,house week local restaurateur spent roughly million several years restoring centuryold castle new jersey,"['house', 'week', 'local', 'restaurateur', 'spent', 'roughly', 'million', 'several', 'years', 'restoring', 'centuryold', 'castle', 'new', 'jersey']",4,35,9,0,48,2025-01-04T04:30:03.054Z,wsj.com,The Wall Street Journal,False
"A designer helps a young couple brighten up a fusty Tudor home with new and thrifted furniture, and lots of pieces they already owned. Plus: How you can get the traditional but edgy style.",designer helps young couple brighten fusty tudor home new thrifted furniture lots pieces already owned plus get traditional edgy style,"['designer', 'helps', 'young', 'couple', 'brighten', 'fusty', 'tudor', 'home', 'new', 'thrifted', 'furniture', 'lots', 'pieces', 'already', 'owned', 'plus', 'get', 'traditional', 'edgy', 'style']",1,18,3,0,22,2025-01-04T01:00:17.153Z,wsj.com,The Wall Street Journal,False
"Melanie Thernstrom, who has grappled with chronic pain for 30 years, suspects that Luigi Mangione’s “bleak inner reality” was forged in part by his own losing battle with pain.",melanie thernstrom grappled chronic pain years suspects luigi mangiones bleak inner reality forged part losing battle pain,"['melanie', 'thernstrom', 'grappled', 'chronic', 'pain', 'years', 'suspects', 'luigi', 'mangiones', 'bleak', 'inner', 'reality', 'forged', 'part', 'losing', 'battle', 'pain']",8,63,15,1,87,2025-01-03T23:41:02.153Z,wsj.com,The Wall Street Journal,False
"Before blowing up a Tesla Cybertruck in Las Vegas, a decorated U.S. Army servicemember wrote, “This was not a terrorist attack, this was a wake up call,” in notes that aired political and personal grievances",blowing tesla cybertruck las vegas decorated us army servicemember wrote terrorist attack wake call notes aired political personal grievances,"['blowing', 'tesla', 'cybertruck', 'las', 'vegas', 'decorated', 'us', 'army', 'servicemember', 'wrote', 'terrorist', 'attack', 'wake', 'call', 'notes', 'aired', 'political', 'personal', 'grievances']",7,32,16,1,56,2025-01-03T22:51:35.156Z,wsj.com,The Wall Street Journal,False
How not to go overboard when fixing up your house before you sell it.,go overboard fixing house sell,"['go', 'overboard', 'fixing', 'house', 'sell']",0,16,3,1,20,2025-01-03T21:56:02.448Z,wsj.com,The Wall Street Journal,False
Breaking: President-elect Donald Trump will be sentenced on Jan. 10 for his hush-money conviction in New York,breaking presidentelect donald trump sentenced jan hushmoney conviction new york,"['breaking', 'presidentelect', 'donald', 'trump', 'sentenced', 'jan', 'hushmoney', 'conviction', 'new', 'york']",5,118,31,3,157,2025-01-03T21:10:40.347Z,wsj.com,The Wall Street Journal,False
Heard on the Street: Natural diamonds are losing their sparkle. What will it take to restore it?,heard street natural diamonds losing sparkle take restore,"['heard', 'street', 'natural', 'diamonds', 'losing', 'sparkle', 'take', 'restore']",9,16,4,3,32,2025-01-03T20:25:03.049Z,wsj.com,The Wall Street Journal,False
Breaking: Mike Johnson was re-elected House speaker on the first ballot. Two Republicans changed their votes after initially opposing the incumbent.,breaking mike johnson reelected house speaker first ballot two republicans changed votes initially opposing incumbent,"['breaking', 'mike', 'johnson', 'reelected', 'house', 'speaker', 'first', 'ballot', 'two', 'republicans', 'changed', 'votes', 'initially', 'opposing', 'incumbent']",5,20,8,4,37,2025-01-03T19:41:50.653Z,wsj.com,The Wall Street Journal,False
"It was one of the slowest years for home sales since the 1990s. But it was a banner year for the ultrahigh end of the market, which saw at least seven deals cross the $100 million threshold.",one slowest years home sales since banner year ultrahigh end market saw least seven deals cross million threshold,"['one', 'slowest', 'years', 'home', 'sales', 'since', 'banner', 'year', 'ultrahigh', 'end', 'market', 'saw', 'least', 'seven', 'deals', 'cross', 'million', 'threshold']",9,17,8,2,36,2025-01-03T19:13:02.761Z,wsj.com,The Wall Street Journal,False
"Collectors with a love of medical history are bidding up the price of arcane texts. “I don’t need a car, but I certainly need a copy of Vesalius.”  https://www.wsj.com/lifestyle/books-rare-medical-history-bloodletting-collectors-74949bc2?mod=bluesky",collectors love medical history bidding price arcane texts dont need car certainly need copy vesalius,"['collectors', 'love', 'medical', 'history', 'bidding', 'price', 'arcane', 'texts', 'dont', 'need', 'car', 'certainly', 'need', 'copy', 'vesalius']",2,18,3,0,23,2025-01-03T18:04:02.851Z,wsj.com,The Wall Street Journal,True
"The Palestinian territories’ largest aid organization, Unrwa, has about a month left before it is paralyzed by new Israeli legislation",palestinian territories largest aid organization unrwa month left paralyzed new israeli legislation,"['palestinian', 'territories', 'largest', 'aid', 'organization', 'unrwa', 'month', 'left', 'paralyzed', 'new', 'israeli', 'legislation']",4,13,5,0,22,2025-01-03T17:00:32.847Z,wsj.com,The Wall Street Journal,False
U.S. workers are getting more done. That’s great for the economy—though not always great for workers. https://www.wsj.com/economy/jobs/worker-productivity-america-growing-36f4c90c?mod=bluesky,us workers getting done thats great economythough always great workers,"['us', 'workers', 'getting', 'done', 'thats', 'great', 'economythough', 'always', 'great', 'workers']",4,26,8,0,38,2025-01-03T16:25:02.849Z,wsj.com,The Wall Street Journal,True
"Authorities are looking into whether Matthew Livelsberger, a Bronze Star recipient, was having personal problems before he took his own life in a Cybertruck that exploded in Las Vegas",authorities looking whether matthew livelsberger bronze star recipient personal problems took life cybertruck exploded las vegas,"['authorities', 'looking', 'whether', 'matthew', 'livelsberger', 'bronze', 'star', 'recipient', 'personal', 'problems', 'took', 'life', 'cybertruck', 'exploded', 'las', 'vegas']",12,12,2,2,28,2025-01-03T16:10:57.247Z,wsj.com,The Wall Street Journal,False
House Republicans braced for the possibility that Friday’s speaker election could go multiple rounds—and possibly drag on for days,house republicans braced possibility fridays speaker election could go multiple roundsand possibly drag days,"['house', 'republicans', 'braced', 'possibility', 'fridays', 'speaker', 'election', 'could', 'go', 'multiple', 'roundsand', 'possibly', 'drag', 'days']",2,27,6,4,39,2025-01-03T14:41:02.353Z,wsj.com,The Wall Street Journal,False
"Alcohol consumption is the third-leading preventable cause of cancer in the U.S., after tobacco and obesity, the U.S. surgeon general said",alcohol consumption thirdleading preventable cause cancer us tobacco obesity us surgeon general said,"['alcohol', 'consumption', 'thirdleading', 'preventable', 'cause', 'cancer', 'us', 'tobacco', 'obesity', 'us', 'surgeon', 'general', 'said']",1,46,10,2,59,2025-01-03T13:54:08.751Z,wsj.com,The Wall Street Journal,False
"When a Tesla Cybertruck exploded in Las Vegas, Elon Musk used his social-media platform X to muscle his way into the investigation and portray his signature product in a positive light",tesla cybertruck exploded las vegas elon musk used socialmedia platform x muscle way investigation portray signature product positive light,"['tesla', 'cybertruck', 'exploded', 'las', 'vegas', 'elon', 'musk', 'used', 'socialmedia', 'platform', 'x', 'muscle', 'way', 'investigation', 'portray', 'signature', 'product', 'positive', 'light']",8,44,10,3,65,2025-01-03T13:07:33.947Z,wsj.com,The Wall Street Journal,False
"The FBI released new details about the suspect who placed pipe bombs near the headquarters of the Democratic and Republican national committees the night before the Jan. 6, 2021, Capitol attack",fbi released new details suspect placed pipe bombs near headquarters democratic republican national committees night jan capitol attack,"['fbi', 'released', 'new', 'details', 'suspect', 'placed', 'pipe', 'bombs', 'near', 'headquarters', 'democratic', 'republican', 'national', 'committees', 'night', 'jan', 'capitol', 'attack']",20,66,32,4,122,2025-01-02T23:11:02.753Z,wsj.com,The Wall Street Journal,False
"Net-neutrality rules were dealt a final blow by a federal court, ending the FCC's effort to regulate internet providers like utilities.",netneutrality rules dealt final blow federal court ending fccs effort regulate internet providers like utilities,"['netneutrality', 'rules', 'dealt', 'final', 'blow', 'federal', 'court', 'ending', 'fccs', 'effort', 'regulate', 'internet', 'providers', 'like', 'utilities']",5,32,21,7,65,2025-01-02T22:14:02.350Z,wsj.com,The Wall Street Journal,False
Business is booming for specialty couriers who haul meals from kitchens in Guatemala to U.S. homes.,business booming specialty couriers haul meals kitchens guatemala us homes,"['business', 'booming', 'specialty', 'couriers', 'haul', 'meals', 'kitchens', 'guatemala', 'us', 'homes']",2,12,1,0,15,2025-01-02T22:00:04.168Z,wsj.com,The Wall Street Journal,False
